assembly_accession,locus_tag,product_accession,contigID,start,end
GCA_000320505.2,BDPBACIL_00757,BDPBACIL_00757,,128792,129622
GCA_002215405.1,FDHNNBBL_00268,FDHNNBBL_00268,,231354,231965
GCA_000979345.1,DU47_05460,KKF98653.1,,44567,45499
GCA_000376965.1,GNOCFNDI_00133,GNOCFNDI_00133,,3299,5725
GCA_000698785.1,NVIE_025770,AIC16847.1,,2170517,2172250
GCA_000253055.1,TTX_1228,CCC81866.1,,1066926,1068347
GCA_000016125.1,MmarC5_0771,ABO35081.1,,738611,740563
GCA_000024185.1,mru_1182,ADC47032.1,,1562146,1562577
GCA_001560135.1,GGEFHGDP_02056,GGEFHGDP_02056,,38708,39175
GCA_000979995.1,DU74_06750,KKH57343.1,,46354,46782
GCA_000969885.1,MSTHT_2492,AKB14250.1,,3028729,3029019
GCA_002506745.1,PDEJILBN_01244,PDEJILBN_01244,,4881,5387
GCA_001509375.1,XD72_2031,KUK43596.1,,6168,6881
GCA_001559965.1,BOJFONCB_02213,BOJFONCB_02213,,40674,41510
GCA_000402095.1,KKBKDMBF_00109,KKBKDMBF_00109,,5685,8879
GCA_000013445.1,Mhun_1859,ABD41576.1,,2099339,2099920
GCA_002718215.1,CMB72_02380,MBI31432.1,,64385,64938
GCA_002496295.1,CAKMCGNK_00078,CAKMCGNK_00078,,5583,6680
GCA_002898355.1,HRbin01_01460,GBC69756.1,,8267,9238
GCA_001189275.1,PYWP30_00592,AKT34241.1,,529648,532107
GCA_000979635.1,DU45_16975,KKG62877.1,,81142,83160
GCA_000980135.1,DU84_13845,KKH95871.1,,9721,10710
GCA_002504485.1,GDKBANGK_02067,GDKBANGK_02067,,39790,40407
GCA_000022405.1,M1425_1012,ACP37782.1,,959212,960117
GCA_000979495.1,DU52_12175,KKG31517.1,,78654,79529
GCA_002505275.1,FGOCOFFF_00031,FGOCOFFF_00031,,4490,8458
GCA_002487355.1,AOIFKBFE_02019,AOIFKBFE_02019,,23088,24056
GCA_000508305.1,SUSAZ_10330,AHC52243.1,,1877345,1878073
GCA_900109065.1,SAMN05444271_1508,SEJ33686.1,,9486,9746
GCA_000398505.1,CLFOFECK_00001,CLFOFECK_00001,,714,1139
GCA_001714685.2,BGV40_10265,OEU42318.1,,21763,22365
GCA_001315925.1,GCPPHECD_00752,GCPPHECD_00752,,14627,15031
GCA_000018305.1,Cmaq_1519,ABW02343.1,,1602530,1603525
GCA_000008085.1,NEQ016,AAR38871.1,,14872,15147
GCA_000011105.1,,BAA30346.1,,1120681,1120932
GCA_000621965.1,KOPIIBIJ_01037,KOPIIBIJ_01037,,46210,46488
GCA_001560835.1,EILDKIMM_00423,EILDKIMM_00423,,417213,417614
GCA_000970085.1,MSSIT_1597,AKB28316.1,,1994362,1995582
GCA_900003575.1,MOMDKEIE_03051,MOMDKEIE_03051,,76867,77127
GCA_000151105.2,TERMP_00478,ADT83455.1,,396573,397541
GCA_000455345.1,DLPIBCGD_03462,DLPIBCGD_03462,,410804,411670
GCA_900012635.1,CHITON_0201,CUX76980.1,,168307,169260
GCA_900095295.1,MCBB_1322,SCG85880.1,,1385126,1386034
GCA_000529525.1,HFMMEKKD_01640,HFMMEKKD_01640,,165576,166268
GCA_002494625.1,JFNLIPMI_00040,JFNLIPMI_00040,,34072,35934
GCA_900069765.1,KJKELFHJ_00710,KJKELFHJ_00710,,140957,141757
GCA_002215565.1,IPGMGJGF_02016,IPGMGJGF_02016,,1867295,1868131
GCA_001315865.1,GCINHJJH_04630,GCINHJJH_04630,,3723,4400
GCA_001560595.1,EINEJKDB_02367,EINEJKDB_02367,,8351,9016
GCA_002508625.1,MAGMHGPI_00357,MAGMHGPI_00357,,266734,267048
GCA_002503885.1,KJFGHKLO_01244,KJFGHKLO_01244,,27596,29230
GCA_000337915.1,C471_02185,ELZ42763.1,,88552,89682
GCA_000015205.1,Pisl_0159,ABL87341.1,,151237,151905
GCA_002496395.1,IGMDNGJB_01895,IGMDNGJB_01895,,6584,7522
GCA_000195935.2,PAB2143,CAB49232.1,,317508,318110
GCA_002501655.1,JLJEEGKO_02089,JLJEEGKO_02089,,43878,44840
GCA_001886955.1,HSR6_1257,APE95703.1,,1199465,1199932
GCA_002897955.1,BMS3Bbin15_00003,GBE53857.1,,1177,2151
GCA_000508305.1,SUSAZ_10240,AHC52230.1,,1857323,1857895
GCA_001418715.1,AMR53_03835,KQH82737.1,,70268,70525
GCA_000237865.1,Hqrw_1371,CCC39326.1,,393664,394530
GCA_000245155.2,LAIGOEOD_02918,LAIGOEOD_02918,,866765,867382
GCA_900114585.1,SAMN02910297_00110,SFL17040.1,,126587,127708
GCA_000725425.1,PAP_07950,AIF69979.1,,1430310,1430819
GCA_000980025.1,DU87_17815,KKH65946.1,,77439,78029
GCA_000221185.1,GQS_08660,AEK73626.1,,1643825,1644574
GCA_001316245.1,HKNNLONN_02928,HKNNLONN_02928,,6420,7412
GCA_000970305.1,MSBR3_0140,AKB80718.1,,192947,193906
GCA_000979845.1,DU48_10220,KKH17407.1,,41691,41981
GCA_000151105.2,TERMP_00476,ADT83453.1,,395286,395960
GCA_000993805.1,MA03_02945,AKG38440.1,,581311,582189
GCA_000979205.1,DU75_18895,KKH64811.1,,22326,23000
GCA_000019605.1,Kcr_0445,ACB07198.1,,460088,461005
GCA_000762265.1,BRM9_1903,AIS32707.1,,1939762,1940595
GCA_000245155.2,LAIGOEOD_02946,LAIGOEOD_02946,,894678,895106
GCA_002214465.1,A3L01_04495,ASJ04662.1,,814289,814927
GCA_001189275.1,PYWP30_00256,AKT33914.1,,229653,230195
GCA_001560725.1,OHBKOFBI_02078,OHBKOFBI_02078,,33481,34086
GCA_002114285.1,B9H04_11455,OSO97794.1,,5523,8093
GCA_000979095.1,DU42_01915,KKH09844.1,,2289,2879
GCA_000022385.1,LS215_0725,ACP34794.1,,638556,639167
GCA_002508705.1,BCLHLAGL_00660,BCLHLAGL_00660,,202064,202357
GCA_002503005.1,OACBLDEG_01940,OACBLDEG_01940,,13465,15300
GCA_001316165.1,OADDBBNO_03383,OADDBBNO_03383,,20683,21003
GCA_000245115.2,ELEAMKNB_00428,ELEAMKNB_00428,,378471,379124
GCA_000336815.1,C457_10671,ELZ68868.1,,48760,49029
GCA_002496705.1,OJKIBACN_00303,OJKIBACN_00303,,14403,15362
GCA_002508475.1,EONACGKD_01419,EONACGKD_01419,,40279,42291
GCA_001886955.1,HSR6_1258,APE95704.1,,1199934,1200929
GCA_000245095.2,NIOLAOMP_00980,NIOLAOMP_00980,,919636,920148
GCA_002498225.1,JFLDHFGF_00453,JFLDHFGF_00453,,66865,67593
GCA_001560455.1,GALLAPDK_01854,GALLAPDK_01854,,404220,405125
GCA_001560205.1,HHJEFJGM_00578,HHJEFJGM_00578,,492290,493474
GCA_000015225.1,Tpen_1320,ABL78717.1,,1268072,1269082
GCA_002498505.1,FKLPHGPC_00313,FKLPHGPC_00313,,6395,7786
GCA_000337275.1,C436_20688,EMA08154.1,,15438,16430
GCA_002499035.1,ILHJLMCN_00575,ILHJLMCN_00575,,60435,60698
GCA_001412615.1,Pyrde_0304,ALL00354.1,,295493,297232
GCA_000024625.1,Metvu_1292,ACX73145.1,,1291430,1292581
GCA_001316085.1,CIBGEIDD_01810,CIBGEIDD_01810,,74716,75285
GCA_900107205.1,SAMN05216564_11175,SDY84127.1,,77708,78700
GCA_000970205.1,MSMAS_0756,AKB63952.1,,901404,901670
GCA_002509255.1,PJKNLDEA_01218,PJKNLDEA_01218,,7919,8662
GCA_002494495.1,BEGFIMFN_00530,BEGFIMFN_00530,,177178,177903
GCA_001508065.1,XD54_1213,KUK17532.1,,31398,32018
GCA_000337175.1,C486_01654,ELY83894.1,,133530,134090
GCA_001560275.1,GKBDGCJL_00642,GKBDGCJL_00642,,407930,408541
GCA_002508475.1,EONACGKD_01593,EONACGKD_01593,,50359,51729
GCA_001316085.1,CIBGEIDD_02454,CIBGEIDD_02454,,5274,5792
GCA_000980175.1,DU83_14205,KKI06715.1,,18053,18925
GCA_002214505.1,A3L11_09300,ASJ09413.1,,1728890,1729615
GCA_000024305.1,LD85_0940,ADB86644.1,,794864,795133
GCA_000979025.1,DU57_18410,KKG82490.1,,19434,20309
GCA_002855455.1,CYV19_16135,PLK19210.1,,19044,19727
GCA_002508805.1,NGACKDAF_00885,NGACKDAF_00885,,1626,2288
GCA_002507065.1,PBMPGCGL_00190,PBMPGCGL_00190,,13591,14340
GCA_000336875.1,C463_14190,ELZ40748.1,,24004,26778
GCA_001577565.1,AWU59_783,KXS44057.1,,31789,32607
GCA_001508185.1,XD62_1327,KUK29595.1,,5260,6099
GCA_001560635.1,ABOLPMBH_01754,ABOLPMBH_01754,,525916,526767
GCA_002194565.1,Pdsh_08095,OWJ54418.1,,238348,238611
GCA_000025525.1,MFS40622_0583,ADC69274.1,,567994,569052
GCA_000404165.1,Abm4_1082,AGN16967.1,,1296053,1297057
GCA_000968355.1,SULB_2318,AKA74481.1,,2133811,2134596
GCA_000011085.1,pNG4053,AAV44426.1,,45291,46283
GCA_900108505.1,SAMN05192561_1219,SEH65166.1,,2206,4839
GCA_000747605.1,HA72_1152,AIM27299.1,,1101266,1102120
GCA_002499445.1,ACBPDHNH_01831,ACBPDHNH_01831,,7319,8014
GCA_000007005.1,SSO1402,AAK41637.1,,1249713,1251431
GCA_000389735.1,JHAIECIJ_01649,JHAIECIJ_01649,,8994,9839
GCA_000234805.1,P186_0880,AET32321.1,,750837,751832
GCA_000970065.1,MSBR2_2608,AKB59124.1,,3403213,3404193
GCA_001560435.1,PKHHENCB_01277,PKHHENCB_01277,,50645,51829
GCA_000980055.1,DU86_12830,KKH77982.1,,12257,13024
GCA_000499765.1,MBMB1_0362,CDG64472.1,,361904,362167
GCA_001006085.1,HPABDIGF_00857,HPABDIGF_00857,,23370,24458
GCA_000221185.1,GQS_00585,AEK72020.1,,134359,135342
GCA_002813675.1,BK008_09770,AUB58571.1,,1996191,1997105
GCA_000275605.1,PFC_02335,AFN03429.1,,456204,458180
GCA_001560315.1,COBLBLBO_01898,COBLBLBO_01898,,22736,23203
GCA_000092305.1,Metin_0930,ADG13589.1,,834011,834268
GCA_900196725.1,MNV_700008,SNQ62354.1,,4327,4890
GCA_001560115.1,CMGKDJEF_00764,CMGKDJEF_00764,,753124,753879
GCA_002496495.1,GGEOOEOM_00148,GGEOOEOM_00148,,326,595
GCA_001266655.1,MsedA_1179,AKV74193.1,,1125727,1126554
GCA_900012635.1,CHITON_0545,CUX77324.1,,511616,514489
GCA_001316085.1,CIBGEIDD_02186,CIBGEIDD_02186,,44971,45669
GCA_000245195.2,GPBCAKMG_02402,GPBCAKMG_02402,,400360,401007
GCA_002506105.1,ODEJEPMP_01728,ODEJEPMP_01728,,1026,1721
GCA_001315985.1,EHOGNACC_01730,EHOGNACC_01730,,154684,155196
GCA_002839705.1,CVV28_10730,PKL66468.1,,48739,49707
GCA_000022445.1,M164_0913,ACR41525.1,,869955,870674
GCA_000245135.2,ANGOGFEL_00110,ANGOGFEL_00110,,94768,95637
GCA_001315825.1,KMAIBEBD_02208,KMAIBEBD_02208,,14907,15815
GCA_001512365.1,KBNCIKLJ_00816,KBNCIKLJ_00816,,2311,2955
GCA_001315985.1,EHOGNACC_01743,EHOGNACC_01743,,6817,7251
GCA_001559975.1,HBLMNIAF_02117,HBLMNIAF_02117,,37024,37779
GCA_000979745.1,DU59_17325,KKG92835.1,,17607,18206
GCA_000711905.1,ENACBEBM_01641,ENACBEBM_01641,,36991,37134
GCA_000970045.1,MSMTP_2835,AKB26304.1,,3697389,3697991
GCA_001726015.1,A8273_1614,ODV49090.1,,59127,60215
GCA_000685155.1,ANME2D_00443,KCZ73377.1,,407256,407891
GCA_000230955.3,HALDL1_00060,AHG05450.1,,15696,16688
GCA_001508695.1,XE11_1843,KUL02243.1,,5272,6006
GCA_000011105.1,,BAA29237.1,,145694,146947
GCA_002508315.1,FLOGAOIB_00896,FLOGAOIB_00896,,47045,47722
GCA_002506455.1,ADCKCHDA_00731,ADCKCHDA_00731,,40279,42291
GCA_000970325.1,MCMEM_1786,AKB85839.1,,1928953,1931139
GCA_002505895.1,HOPMLNDI_01813,HOPMLNDI_01813,,1764,2276
GCA_000022385.1,LS215_0724,ACP34793.1,,630209,630901
GCA_000979475.1,EO96_08150,KKG21478.1,,41526,42128
GCA_001560485.1,ILINOBIP_02253,ILINOBIP_02253,,15844,16530
GCA_002252875.1,DJ76_15430,OYR71193.1,,11027,12145
GCA_000245275.2,BBOLJCCI_00937,BBOLJCCI_00937,,886405,886932
GCA_001462395.1,CF15_03680,KSW11908.1,,670771,671394
GCA_002508765.1,HGKIOEGM_01885,HGKIOEGM_01885,,19604,21385
GCA_002498705.1,KKNDLOMO_00592,KKNDLOMO_00592,,30908,32026
GCA_002507205.1,KHEHOLMK_01857,KHEHOLMK_01857,,13803,14621
GCA_000204925.1,Mcup_1102,AEB95207.1,,997850,998740
GCA_002505195.1,DCJDHHKN_01545,DCJDHHKN_01545,,7938,8681
GCA_001305655.1,HLASA_0860,ALG81758.1,,831823,832635
GCA_000175555.1,DGMHJNOM_01251,DGMHJNOM_01251,,971,1498
GCA_002508665.1,MIFEAEBD_00209,MIFEAEBD_00209,,149145,150080
GCA_001368915.1,BN996_03494,CQR53169.1,,247156,247704
GCA_000979765.1,DU68_01955,KKG98058.1,,52568,54073
GCA_000379085.1,HNOAHCBO_02330,HNOAHCBO_02330,,2214848,2215408
GCA_002252875.1,DJ76_15450,OYR71197.1,,16179,17171
GCA_000979675.1,DU46_16375,KKG73333.1,,68587,69408
GCA_001560555.1,JNMGENJO_02033,JNMGENJO_02033,,40937,41773
GCA_001316305.1,LLIMOCND_04617,LLIMOCND_04617,,614,1585
GCA_002509565.1,KCGEAFKK_02350,KCGEAFKK_02350,,10122,12191
GCA_002506845.1,GJLEHCPH_01399,GJLEHCPH_01399,,29549,30766
GCA_000402915.1,EBEIIGGG_00047,EBEIIGGG_00047,,1055,2041
GCA_000264495.1,TCELL_1015,AFK51438.1,,944507,946339
GCA_000405685.1,MOJINBJL_00199,MOJINBJL_00199,,48653,49618
GCA_001560455.1,GALLAPDK_02205,GALLAPDK_02205,,37579,38415
GCA_900196725.1,MNV_80009,SNQ62608.1,,3245,4822
GCA_000398485.1,IMFIFOEL_00409,IMFIFOEL_00409,,2769,3458
GCA_001560375.1,EEHAGKII_00625,EEHAGKII_00625,,34484,35245
GCA_001719125.1,BFU36_13355,AOL17536.1,,2653134,2653706
GCA_001560725.1,OHBKOFBI_00016,OHBKOFBI_00016,,16165,17349
GCA_000970025.1,MSBRM_0755,AKB53753.1,,987565,988110
GCA_000494205.1,KLFKALOH_01223,KLFKALOH_01223,,3206,4645
GCA_001560115.1,CMGKDJEF_00699,CMGKDJEF_00699,,687088,687990
GCA_001315825.1,KMAIBEBD_02819,KMAIBEBD_02819,,6966,7916
GCA_002010295.1,IFLJFIHJ_01351,IFLJFIHJ_01351,,30495,31211
GCA_000215995.1,PYCH_08030,AEH24488.1,,704143,705048
GCA_001587695.1,APG11_01747,KYC46654.1,,148,861
GCA_001305655.1,HLASA_0864,ALG81762.1,,836608,839196
GCA_900069765.1,KJKELFHJ_00010,KJKELFHJ_00010,,6143,6646
GCA_002214465.1,A3L01_07640,ASJ05245.1,,1397096,1397845
GCA_002497605.1,GBCMAEJF_01678,GBCMAEJF_01678,,21550,22248
GCA_001560045.1,GGCEIJFO_00658,GGCEIJFO_00658,,150652,151263
GCA_000024305.1,LD85_0997,ADB86690.1,,859095,859862
GCA_002506415.1,PDIAOGOC_01427,PDIAOGOC_01427,,3153,4040
GCA_000979515.1,DU35_02740,KKG36527.1,,220,648
GCA_001726015.1,A8273_1938,ODV48791.1,,11885,12760
GCA_000245215.2,AENHFAFO_00934,AENHFAFO_00934,,868277,868990
GCA_000189835.2,OBOIABHJ_00917,OBOIABHJ_00917,,34615,35298
GCA_000204925.1,Mcup_1148,AEB95253.1,,1030267,1031166
GCA_000969965.1,MSWHS_2610,AKB19473.1,,3174678,3175355
GCA_002214545.1,A3L14_03765,ASJ12050.1,,692009,693016
GCA_001315985.1,EHOGNACC_01740,EHOGNACC_01740,,5443,6024
GCA_000022205.1,Hlac_3328,ACM58849.1,,77515,78084
GCA_002498295.1,GDECBFKG_01726,GDECBFKG_01726,,621,1559
GCA_000247545.1,Pogu_1145,AFA39172.1,,978967,980721
GCA_002215445.1,NJIMJNHF_01211,NJIMJNHF_01211,,1060462,1061751
GCA_900079115.1,SSOP1_1634,SAI85188.1,,1457132,1458544
GCA_000190095.2,PDNALMCC_01804,PDNALMCC_01804,,60516,60989
GCA_900012635.1,CHITON_0202,CUX76981.1,,169260,169517
GCA_000245135.2,ANGOGFEL_00114,ANGOGFEL_00114,,98503,101538
GCA_000470655.1,HTIA_1591,CCQ33718.1,,1589200,1590192
GCA_000338775.1,SacRon12I_10175,AGE74253.1,,1859387,1860148
GCA_000970145.1,MSSAC_2236,AKB36826.1,,2771659,2771964
GCA_002215485.1,NDPOHDCN_01909,NDPOHDCN_01909,,1732952,1733638
GCA_001512385.1,MCHOGGEM_00880,MCHOGGEM_00880,,433,1095
GCA_002506105.1,ODEJEPMP_00501,ODEJEPMP_00501,,42783,45035
GCA_000338775.1,SacRon12I_09140,AGE74055.1,,1637292,1638137
GCA_000969925.1,MSTHC_1315,AKB15633.1,,1627219,1628991
GCA_002504505.1,GPNJKGFD_01874,GPNJKGFD_01874,,670281,671012
GCA_000281695.1,NJ7G_0923,AFO56171.1,,833482,834282
GCA_001559965.1,BOJFONCB_00442,BOJFONCB_00442,,406449,407060
GCA_000979675.1,DU46_11690,KKG69187.1,,17658,19895
GCA_000223395.1,Pyrfu_0500,AEM38371.1,,470788,471807
GCA_000022485.1,YN1551_2112,ACP49133.1,,1881011,1881730
GCA_000258515.1,PMECMBPP_00738,PMECMBPP_00738,,693666,694124
GCA_000022405.1,M1425_0864,ACP37664.1,,817708,818733
GCA_000245155.2,LAIGOEOD_00030,LAIGOEOD_00030,,27874,28578
GCA_000300255.2,MMALV_08920,AGI85629.1,,873526,873798
GCA_001625445.1,A4G99_24025,KZN24961.1,,521,1516
GCA_000504205.1,MettiDRAFT_0771,ETA67351.1,,802152,803120
GCA_001560675.1,JCCFAKJJ_01194,JCCFAKJJ_01194,,112720,114720
GCA_000092185.1,Tagg_0803,ADG91076.1,,766300,767394
GCA_002496805.1,AHGPDOKP_00289,AHGPDOKP_00289,,296064,297035
GCA_000513315.1,LBJNDAHF_01772,LBJNDAHF_01772,,1848908,1849501
GCA_002507025.1,OJGHGGOH_01304,OJGHGGOH_01304,,10479,10742
GCA_001560555.1,JNMGENJO_02033,JNMGENJO_02033,,40937,41773
GCA_001560045.1,GGCEIJFO_00481,GGCEIJFO_00481,,235325,236509
GCA_000591035.1,ACAM_0777,BAN90246.1,,727038,727787
GCA_002499625.1,ENNNKFNC_01038,ENNNKFNC_01038,,984,1976
GCA_002494785.1,PAMJGCOD_00053,PAMJGCOD_00053,,43401,45632
GCA_000979765.1,DU68_01965,KKG98060.1,,54608,56626
GCA_000189575.1,SiH_0756,ADX82111.1,,742816,744741
GCA_001560595.1,EINEJKDB_02351,EINEJKDB_02351,,80639,81400
GCA_002214585.1,A3L09_05945,ASJ02830.1,,1108244,1109017
GCA_900012635.1,CHITON_1042,CUX77821.1,,998181,1001366
GCA_001563245.1,YLM1_0693,AMK15250.1,,813104,813829
GCA_000022545.1,TSIB_1663,ACS90714.1,,1501348,1501968
GCA_002287235.1,ASJ81_16385,PAV13795.1,,1827,3815
GCA_001560435.1,PKHHENCB_01424,PKHHENCB_01424,,89627,90382
GCA_000336795.1,C456_04540,ELZ76066.1,,18293,19327
GCA_000970005.1,MSWH1_1681,AKB21952.1,,2064239,2065252
GCA_000404165.1,Abm4_0108,AGN16029.1,,126330,129176
GCA_000979175.1,DU50_02050,KKH34243.1,,723,2741
GCA_002214585.1,A3L09_05975,ASJ02836.1,,1113820,1114767
GCA_000979295.1,EO95_05310,KKH98898.1,,6506,7108
GCA_000979665.1,DU67_07435,KKG64490.1,,14911,15312
GCA_001560115.1,CMGKDJEF_00589,CMGKDJEF_00589,,574319,575005
GCA_000979635.1,DU45_12715,KKG60440.1,,10763,13198
GCA_000698785.1,NVIE_017350,AIC15997.1,,1484408,1485349
GCA_002496385.1,FEDMDGEE_00678,FEDMDGEE_00678,,6408,7400
GCA_000012285.1,Saci_1879,AAY81184.1,,1668306,1668596
GCA_001481595.1,ATY89_07830,ALU29856.1,,1466395,1467231
GCA_900109065.1,SAMN05444271_1506,SEJ33652.1,,7941,8489
GCA_000337175.1,C486_01649,ELY83893.1,,130954,133533
GCA_002898355.1,HRbin01_01461,GBC69757.1,,9204,10121
GCA_000245095.2,NIOLAOMP_00664,NIOLAOMP_00664,,588759,589445
GCA_000263735.1,Py04_0106,AFK21712.1,,101498,103894
GCA_002215525.1,PGEJMNCI_02008,PGEJMNCI_02008,,1862140,1862895
GCA_000979115.1,DU58_12165,KKH29822.1,,32891,33712
GCA_002010155.1,KDDMKHMK_02584,KDDMKHMK_02584,,2191,3201
GCA_000204415.1,MCON_3377,AEB69626.1,,2841781,2842059
GCA_000734035.1,AFULGI_00000660,AIG96912.1,,63072,63797
GCA_001560675.1,JCCFAKJJ_01173,JCCFAKJJ_01173,,85663,86847
GCA_000969905.1,MSVAZ_2244,AKB44513.1,,2868777,2869625
GCA_001560835.1,EILDKIMM_00283,EILDKIMM_00283,,270388,271239
GCA_001315925.1,GCPPHECD_01382,GCPPHECD_01382,,4911,5366
GCA_000430485.1,AEIHIJLH_00974,AEIHIJLH_00974,,582840,584429
GCA_000979915.1,DU54_13165,KKH35542.1,,15647,16636
GCA_001484195.1,APY94_12165,KUH31691.1,,65943,66200
GCA_001316145.1,EEKFPAHO_01387,EEKFPAHO_01387,,88720,89595
GCA_001266715.1,MsedD_1182,AKV80931.1,,1129361,1129996
GCA_002214605.1,A3L04_01050,ASJ15756.1,,174355,175308
GCA_001508065.1,XD54_1728,KUK16991.1,,11194,11937
GCA_000189915.2,LIEIOMCG_00161,LIEIOMCG_00161,,57844,58851
GCA_002494785.1,PAMJGCOD_00051,PAMJGCOD_00051,,41792,42790
GCA_002496395.1,IGMDNGJB_01889,IGMDNGJB_01889,,661,1650
GCA_002009985.1,MPBEJJGO_00326,MPBEJJGO_00326,,8858,10801
GCA_001560195.1,AHFFPLAJ_01895,AHFFPLAJ_01895,,31429,32190
GCA_001027005.1,MCM1_1778,AKJ38807.1,,2230658,2231260
GCA_000245115.2,ELEAMKNB_02978,ELEAMKNB_02978,,852663,853004
GCA_001560165.1,FJIOONJO_00389,FJIOONJO_00389,,212209,212505
GCA_001766815.1,SCAL_001105,OFV67730.1,,139533,140507
GCA_001560815.1,OFIGAABH_02195,OFIGAABH_02195,,127595,127891
GCA_000190055.2,FPKNIGDP_00136,FPKNIGDP_00136,,59367,60089
GCA_002011235.1,CEHFLKJB_00640,CEHFLKJB_00640,,116122,116844
GCA_002495565.1,IDGFBHFN_01168,IDGFBHFN_01168,,104334,105293
GCA_001560765.1,HODOBGIE_00441,HODOBGIE_00441,,408148,408759
GCA_001560815.1,OFIGAABH_02311,OFIGAABH_02311,,7453,8139
GCA_900111485.1,SAMN04488694_12915,SEU03104.1,,12475,13323
GCA_001433455.1,TBCH5v1_0728,ALM74686.1,,625446,626414
GCA_900012635.1,CHITON_1178,CUX77957.1,,1120777,1121496
GCA_001512365.1,KBNCIKLJ_01262,KBNCIKLJ_01262,,21443,22261
GCA_001509375.1,XD72_2026,KUK43591.1,,588,1649
GCA_000430485.1,AEIHIJLH_01254,AEIHIJLH_01254,,825419,826657
GCA_002504745.1,CJLHIHNE_00603,CJLHIHNE_00603,,2365,4767
GCA_000430485.1,AEIHIJLH_01251,AEIHIJLH_01251,,821858,822841
GCA_000337315.1,C498_09711,ELY32093.1,,60810,61832
GCA_000253055.1,TTX_1233,CCC81871.1,,1072890,1073813
GCA_001560685.1,ILGFBMPN_00724,ILGFBMPN_00724,,159056,159667
GCA_000970025.1,MSBRM_2643,AKB55641.1,,3477761,3478492
GCA_000979665.1,DU67_07660,KKG64892.1,,16869,17600
GCA_000245115.2,ELEAMKNB_02973,ELEAMKNB_02973,,847655,848590
GCA_002215305.1,ABJOBNHB_03406,ABJOBNHB_03406,,7623,7907
GCA_900248165.1,NCAV_1777,SPC34940.1,,1555568,1555831
GCA_000270325.1,CSUB_C0998,BAJ50851.1,,965114,965416
GCA_001462205.1,DKOEDFFK_02118,DKOEDFFK_02118,,7741,9894
GCA_001639285.1,MBCUT_04010,KZX16998.1,,10527,11051
GCA_000166095.1,Mfer_0706,ADP77505.1,,686653,687240
GCA_000017945.1,Igni_1137,ABU82314.1,,1014625,1016256
GCA_900100715.1,SAMN04488589_2051,SDG05323.1,,176517,177662
GCA_000022445.1,M164_0876,ACR41489.1,,823391,826060
GCA_000245115.2,ELEAMKNB_00029,ELEAMKNB_00029,,25778,26932
GCA_002077075.2,B7L68_06600,PLC63114.1,,4885,5535
GCA_002214605.1,A3L04_09040,ASJ17200.1,,1639424,1640512
GCA_002494785.1,PAMJGCOD_00055,PAMJGCOD_00055,,46242,47186
GCA_002252585.1,JBCPGOIN_00230,JBCPGOIN_00230,,225322,226425
GCA_000025865.1,Mmah_1312,ADE36813.1,,1322759,1323976
GCA_900100385.1,SAMN05216226_102146,SDJ32747.1,,140241,141236
GCA_000151205.2,TAM4_1903,EEB73046.1,,467247,468227
GCA_000968435.1,SULA_2323,AKA79875.1,,2148081,2148347
GCA_002509545.1,KCJDGJBM_00697,KCJDGJBM_00697,,32168,33316
GCA_900109595.1,SAMN05216439_0205,SEL22617.1,,60450,60725
GCA_001856825.1,AMDU3_IPLC00004G0441,EQB64863.1,,416238,416492
GCA_900109425.1,SAMN05216170_1522,SEW09385.1,,332232,334265
GCA_001543015.1,LLEJGLJK_01571,LLEJGLJK_01571,,15423,15722
GCA_900110215.1,SAMN05216388_10615,SEP27590.1,,5927,6670
GCA_001560215.1,NGNHDNEJ_01672,NGNHDNEJ_01672,,33268,33873
GCA_001316085.1,CIBGEIDD_02460,CIBGEIDD_02460,,11915,12688
GCA_001560045.1,GGCEIJFO_01597,GGCEIJFO_01597,,41050,41886
GCA_001571385.1,LMGJKCFM_02279,LMGJKCFM_02279,,2306576,2309260
GCA_001560675.1,JCCFAKJJ_02230,JCCFAKJJ_02230,,37480,38235
GCA_000979685.1,DU55_11615,KKG83590.1,,90722,91543
GCA_000979675.1,DU46_08065,KKG73216.1,,71758,73521
GCA_001560725.1,OHBKOFBI_01059,OHBKOFBI_01059,,407941,408552
GCA_002508665.1,MIFEAEBD_02214,MIFEAEBD_02214,,187675,189927
GCA_000245135.2,ANGOGFEL_02868,ANGOGFEL_02868,,870666,871448
GCA_002503125.1,ABDDPAGI_01213,ABDDPAGI_01213,,15501,16013
GCA_000979475.1,EO96_08145,KKG21477.1,,40474,41475
GCA_000978935.1,DU39_14860,KKG46066.1,,99130,99393
GCA_001717035.1,MOJCPBFE_01675,MOJCPBFE_01675,,162323,163171
GCA_002495725.1,GIJNIGPB_02609,GIJNIGPB_02609,,37915,40092
GCA_000243455.2,MetfoDRAFT_0955,EHP86829.1,,21254,23938
GCA_000007345.1,MA_3671,AAM07026.1,,4527195,4527782
GCA_001560645.1,AEPHJOEN_01825,AEPHJOEN_01825,,21169,21924
GCA_002495365.1,NCFLBJAK_01396,NCFLBJAK_01396,,86574,87086
GCA_000015805.1,Pcal_1278,ABO08702.1,,1186215,1187024
GCA_000493245.1,LLLAMOKN_01592,LLLAMOKN_01592,,120730,121536
GCA_000245275.2,BBOLJCCI_00943,BBOLJCCI_00943,,896203,897708
